gotowac,готувати,verb
pływać,плавати,verb
pukać,стукати,verb
zapominać,забувати,verb
latać,літати,verb
oddać,віддавати,verb
naprawde,насправді,adverb
również,також,adverb
szybko,швидко,adverb
teraz,зараз,adverb
piękny,гарний,adjective
zmęnczony,втомлений,adjective
swieży,свіжий,adjective
głośny,гучний,adjective
ojciec,батько,noun
matka,мати,noun
kasza,каша,noun
nic,нічого,pronoun
coś,щось,pronoun
ktoś,хтось,pronoun
nikt,ніхто,pronoun
wszyscy,всі,pronoun
zasada,правило,noun
tańzyc,танцювати,verb
ręka,рука,noun
dlatego że,тому що,conjunction
jeśli,якщо,conjunction
chociaż,хоча,conjunction
dostać,отримати,verb
sprawdzić,перевірити,verb
rozmawiać,розмовляти,verb
spotkać,зустрічати,verb
odpowiedzieć,відповідати,verb
trzymać,тримати,verb
pisać,писати,verb
przypomnieć,нагадати,verb
potrzebować,потребувати,verb
bluza,кофта,noun
spodnie,штани,noun
skarpety,шкарпетки,noun
sznurowki,шнурки,noun
szalik,шарф,noun
broda,борода,noun
czoło,лоб,noun
gardło,горло,noun
policzek,щока,noun
twarz,обличчя,noun
usta,рот,noun
wargi,губи,noun
włosy,волосся,noun
znamię,родимка,noun
błyskawica,блискавка,noun
grzmot,грім,noun
deszcz,дощ,noun
chmura,хмара,noun
gorąnco,спека,noun
wiatr,вітер,noun
gołoledz,ожеледиця,noun
słoneczny,сонячний,adjective
pochmurny,похмурий,adjective
styczeń,січень,noun
luty,лютий,noun
marzec,березень,noun
kwiecień,квітень,noun
maj,травень,noun
czerwiec,червень,noun
lipiec,липень,noun
sierpień,серпень,noun
wrzesień,вересень,noun
październik,жовтень,noun
listopad,листопад,noun
grudzień,грудень,noun
poniedziałek,понеділок,noun
wtorek,вівторок,noun
środa,середа,noun
czwartek,четвер,noun
piątek,п’ятниця,noun
sobota,субота,noun
niedziela,неділя,noun
wiosna,весна,noun
lato,літо,noun
jesień,осінь,noun
zima,зима,noun
